"Name","Date"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_ED6A1381C.brd","2011/01/03 10:38:20"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_ED726D41D.brd","2011/01/03 10:38:28"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_ED7F4241C.brd","2011/01/03 10:38:40"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_ED7FBB80D.brd","2011/01/03 10:38:42"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_ED93A400E.brd","2011/01/03 10:39:02"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_EDB6F200D.brd","2011/01/03 10:39:36"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_EDF1A000D.brd","2011/01/03 10:40:36"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_EE08B380F.brd","2011/01/03 10:40:58"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_EE0A9840F.brd","2011/01/03 10:41:00"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_EE0E8880F.brd","2011/01/03 10:41:04"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_F0DD2701D.brd","2011/02/13 10:55:26"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_F112BF40F.brd","2011/01/03 10:53:56"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_F118A7C0E.brd","2011/02/13 10:56:26"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_F1234641D.brd","2011/02/13 10:56:36"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_F12B84C0D.brd","2011/02/13 10:56:46"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_F141BF40F.brd","2011/02/13 10:57:08"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_F182BF40C.brd","2011/01/03 10:55:48"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_F189D2C0F.brd","2011/01/03 10:55:56"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_F565EA40D.brd","2011/01/03 11:12:24"
".\Conventions\Weak Two\Takeout Double\CU_WeakTwo_TakeoutDouble_F56E32C1F.brd","2011/01/03 11:12:32"
".\Problems\Bidding\2009\EastShouldNotBidSpades.brd","2009/11/17 11:26:48"
".\Problems\Bidding\2009\N-S_ShouldBidSlam.brd","2009/06/11 14:09:24"
".\Problems\Bidding\2009\N-S_ShouldBidSlamWithThis.brd","2009/10/22 14:10:38"
".\Problems\Bidding\2009\NorthCouldBid2Hearts.brd","2009/11/11 21:27:26"
".\Problems\Bidding\2009\NorthShouldLookForSlam.brd","2009/08/26 22:36:24"
".\Problems\Bidding\2009\ShouldNorthLookForSlam.brd","2009/10/17 12:54:14"
".\Problems\Bidding\2010\NorthCouldHaveBid3NT.brd","2010/02/04 19:05:58"
".\Problems\Bidding\2010\NorthShouldBid3NT.brd","2010/07/13 21:58:54"
".\Problems\Bidding\2010\NorthShouldBidHisHearts.brd","2010/02/28 20:51:22"
".\Problems\Bidding\2010\NorthShouldLookForSlam1.brd","2010/07/24 21:32:16"
".\Problems\Bidding\2010\ShouldNorthBid3spades.brd","2010/11/17 21:03:12"
".\Problems\Bidding\2010\WestShouldSupportEastsClubs.brd","2010/12/08 15:29:12"
".\Problems\Bidding\2011\Another 3 card suit.brd","2011/12/16 11:18:54"
".\Problems\Bidding\2011\Bidding 3 card suits with analysis.brd","2011/12/14 22:34:18"
".\Problems\Bidding\2011\Bidding 3 card suits.brd","2011/12/14 21:43:02"
".\Problems\Bidding\2011\BiddingProblem_1.brd","2011/04/27 21:32:12"
".\Problems\Bidding\2011\CanNorthBid3NTwith9HCPs.brd","2011/06/17 17:21:52"
".\Problems\Bidding\2011\CanSouthMakeNegDblOverCuebid.brd","2011/02/07 21:11:28"
".\Problems\Bidding\2011\ComputerGoesDown_2.brd","2011/12/23 14:54:54"
".\Problems\Bidding\2011\CouldEast-WestHaveBidGame.brd","2011/01/24 17:54:16"
".\Problems\Bidding\2011\Cue bid example.brd","2011/12/13 21:04:26"
".\Problems\Bidding\2011\DidNorthOverbid.brd","2011/05/09 15:48:50"
".\Problems\Bidding\2011\DidWestOverbid.brd","2011/12/24 11:57:32"
".\Problems\Bidding\2011\E-WShouldBidGameHere.brd","2011/10/14 14:11:32"
".\Problems\Bidding\2011\E-WShouldBidSlam.brd","2011/08/23 17:16:50"
".\Problems\Bidding\2011\E-W_BadlyMisbidThis.brd","2011/04/27 15:07:08"
".\Problems\Bidding\2011\E-W_MessUpBidding.brd","2011/01/23 20:48:30"
".\Problems\Bidding\2011\E-W_OverBidAndDown4.brd","2011/02/13 14:28:10"
".\Problems\Bidding\2011\E-W_OverbidThis1.brd","2011/05/03 13:30:44"
".\Problems\Bidding\2011\E-W_OverbidThis2.brd","2011/02/10 14:08:02"
".\Problems\Bidding\2011\E-W_ShouldBidGame.brd","2011/02/12 14:47:50"
".\Problems\Bidding\2011\E-W_ShouldBidHigher.brd","2011/02/12 15:48:08"
".\Problems\Bidding\2011\E-W_ShouldBidSlam.brd","2011/01/01 13:27:28"
".\Problems\Bidding\2011\E-W_ShouldBidSlam1.brd","2011/02/26 14:15:26"
".\Problems\Bidding\2011\E-W_ShouldBidSlam2.brd","2011/10/09 21:12:26"
".\Problems\Bidding\2011\E-W_ShouldBidSlam_1.brd","2011/11/30 22:02:40"
".\Problems\Bidding\2011\East-WestHaveProblemWithLimitRaise_1_NCR-486.brd","2011/01/01 18:42:42"
".\Problems\Bidding\2011\East-WestHaveProblemWithLimitRaise_2_NCR-486.brd","2011/12/15 17:02:46"
".\Problems\Bidding\2011\East-WestHaveProblemWithLimitRaise_NCR-486.brd","2011/01/01 16:27:08"
".\Problems\Bidding\2011\EastBid4Swith8HCPs.brd","2011/07/31 19:13:46"
".\Problems\Bidding\2011\EastBids4NT_NotBlackwood.brd","2011/06/25 17:44:26"
".\Problems\Bidding\2011\EastJumpShiftedWith9HCPs.brd","2011/06/23 10:59:48"
".\Problems\Bidding\2011\EastShouldBid8DiamondSuit.brd","2011/05/14 22:08:30"
".\Problems\Bidding\2011\EastShouldNotBid4D.brd","2011/01/09 20:50:50"
".\Problems\Bidding\2011\EastShouldNotDoubleForTO.brd","2011/08/06 22:01:02"
".\Problems\Bidding\2011\HintDoesNotUnderstand.brd","2011/02/18 14:18:18"
".\Problems\Bidding\2011\HintSaysForSouthToPass.brd","2011/06/05 15:29:56"
".\Problems\Bidding\2011\HintSaysPass.brd","2011/06/20 13:00:10"
".\Problems\Bidding\2011\HintSaysPassWith26HCPs.brd","2011/05/19 22:00:06"
".\Problems\Bidding\2011\HintSuggestPassWith18HCPs.brd","2011/06/21 19:10:24"
".\Problems\Bidding\2011\HowCanE-W_BidGameWithThis.brd","2011/01/15 10:13:54"
".\Problems\Bidding\2011\HowCanN-S_BidSlam.brd","2011/10/31 14:02:32"
".\Problems\Bidding\2011\HowDidE-Wget3HContract.brd","2011/05/11 19:04:16"
".\Problems\Bidding\2011\HowDoN-SBidSlamWithThis.brd","2011/04/29 16:37:14"
".\Problems\Bidding\2011\HowShouldNorthBidDiamonds.brd","2011/01/23 16:29:06"
".\Problems\Bidding\2011\HowShouldSouthBidThis.brd","2011/08/18 18:13:44"
".\Problems\Bidding\2011\HowToBidSlam.brd","2011/04/24 15:32:24"
".\Problems\Bidding\2011\HowToBidSlam1.brd","2011/08/15 22:29:28"
".\Problems\Bidding\2011\HowToBidSlamNB.brd","2011/09/30 17:50:58"
".\Problems\Bidding\2011\HowToBidSlamWithThis.brd","2011/04/29 15:44:22"
".\Problems\Bidding\2011\HowToBidSlamWithThis1.brd","2011/11/06 16:23:52"
".\Problems\Bidding\2011\HowToBidSlamWithThis2.brd","2011/11/13 12:11:06"
".\Problems\Bidding\2011\HowToBidSlamWithThis_1.brd","2011/07/07 18:48:22"
".\Problems\Bidding\2011\HowToBidSlam_2COpen.brd","2011/10/18 12:39:32"
".\Problems\Bidding\2011\HowToBidThis.brd","2011/06/07 15:25:48"
".\Problems\Bidding\2011\HowToBidThis_MakesSlam.brd","2011/01/05 17:57:40"
".\Problems\Bidding\2011\IsDoubleForTakeout.brd","2011/07/09 21:55:46"
".\Problems\Bidding\2011\MessageCouldBeDifferent.brd","2011/02/06 20:48:44"
".\Problems\Bidding\2011\N-SUnderbidThis.brd","2011/01/09 18:08:44"
".\Problems\Bidding\2011\N-S_ShouldBidGame.brd","2011/04/23 12:01:30"
".\Problems\Bidding\2011\N-S_ShouldBidGame1.brd","2011/05/24 15:16:20"
".\Problems\Bidding\2011\N-S_ShouldBidGameOrSlam.brd","2011/10/31 18:00:08"
".\Problems\Bidding\2011\N-S_ShouldBidSlam.brd","2011/12/03 16:38:00"
".\Problems\Bidding\2011\N-S_ShouldBidSlam1.brd","2011/01/19 14:24:56"
".\Problems\Bidding\2011\N-S_ShouldBidSlam2.brd","2011/05/30 19:25:34"
".\Problems\Bidding\2011\N-S_ShouldBidSlam3.brd","2011/06/19 13:18:02"
".\Problems\Bidding\2011\N-S_ShouldBidSlam4.brd","2011/10/13 16:20:50"
".\Problems\Bidding\2011\N-S_ShouldBidSlam5.brd","2011/12/14 22:06:28"
".\Problems\Bidding\2011\N-S_ShouldBid_Slam.brd","2011/12/04 13:07:44"
".\Problems\Bidding\2011\NorhtSholdNotBid6NT.brd","2011/06/04 13:39:46"
".\Problems\Bidding\2011\NorthBid3NTwithoutClubStoppers.brd","2011/05/23 18:54:02"
".\Problems\Bidding\2011\NorthBid3NTwithSingletonSpade.brd","2011/07/06 19:46:36"
".\Problems\Bidding\2011\NorthBid3Swith3spades.brd","2011/06/20 22:51:22"
".\Problems\Bidding\2011\NorthBid4C_with6HCPs.brd","2011/05/14 19:11:46"
".\Problems\Bidding\2011\NorthBids3NTWithoutSpadesStopped.brd","2011/12/04 21:16:44"
".\Problems\Bidding\2011\NorthBids3NTwithoutSpadeStopper.brd","2011/01/30 10:26:10"
".\Problems\Bidding\2011\NorthBidsAgainWith5HCPs.brd","2011/06/18 12:24:22"
".\Problems\Bidding\2011\NorthBidsClubsVsSouthsDiamonds.brd","2011/07/03 19:37:30"
".\Problems\Bidding\2011\NorthCanNotBid3NT.brd","2011/10/10 14:29:10"
".\Problems\Bidding\2011\NorthCouldBid3NT.brd","2011/04/20 20:59:06"
".\Problems\Bidding\2011\NorthCouldBid3NT_1.brd","2011/05/10 14:15:52"
".\Problems\Bidding\2011\NorthCouldBid3NT_2.brd","2011/09/17 13:35:26"
".\Problems\Bidding\2011\NorthCouldBid4H.brd","2011/05/16 17:25:48"
".\Problems\Bidding\2011\NorthCueBidsSpades.brd","2011/05/27 11:41:34"
".\Problems\Bidding\2011\NorthDidNotKnowWhatToBid.brd","2011/01/29 18:29:46"
".\Problems\Bidding\2011\NorthDoesNotRecognizeSouths4C.brd","2011/04/28 16:06:14"
".\Problems\Bidding\2011\NorthDoubled1NTForTakeout.brd","2011/12/26 17:16:50"
".\Problems\Bidding\2011\NorthForgetSouths2CwasStayman.brd","2011/01/07 18:24:46"
".\Problems\Bidding\2011\NorthMissesSouthsCuebid.brd","2011/09/16 23:05:10"
".\Problems\Bidding\2011\NorthMissesSouthsLeap.brd","2011/11/24 14:18:20"
".\Problems\Bidding\2011\NorthNeedsStoppersBeforeBidding3NT.brd","2011/11/25 15:20:00"
".\Problems\Bidding\2011\NorthOverbidThis.brd","2011/05/31 19:32:48"
".\Problems\Bidding\2011\NorthPassedWith16HCPs.brd","2011/05/15 17:24:46"
".\Problems\Bidding\2011\NorthPassesSouthsRaise.brd","2011/06/23 22:45:50"
".\Problems\Bidding\2011\NorthPassesSouthsTODouble.brd","2011/06/29 18:53:32"
".\Problems\Bidding\2011\NorthsBidsLeadToSpadeContract_NCR-541.brd","2011/06/23 16:18:14"
".\Problems\Bidding\2011\NorthShouldBid.brd","2011/05/07 11:44:26"
".\Problems\Bidding\2011\NorthShouldBid2D.brd","2011/05/26 18:14:36"
".\Problems\Bidding\2011\NorthShouldBid2Spades.brd","2011/05/05 11:31:20"
".\Problems\Bidding\2011\NorthShouldBid3NT_1.brd","2011/09/01 16:50:38"
".\Problems\Bidding\2011\NorthShouldBid4H.brd","2011/01/16 19:05:30"
".\Problems\Bidding\2011\NorthShouldBid4Spades.brd","2011/10/10 16:52:38"
".\Problems\Bidding\2011\NorthShouldBid6CardSpades.brd","2011/05/19 17:00:00"
".\Problems\Bidding\2011\NorthShouldBid7CardHeartSuit.brd","2011/08/28 22:00:04"
".\Problems\Bidding\2011\NorthShouldBid7NT_1.brd","2011/01/21 21:10:18"
".\Problems\Bidding\2011\NorthShouldBidAgain.brd","2011/06/04 13:35:14"
".\Problems\Bidding\2011\NorthShouldBidAgain1.brd","2011/11/24 14:12:12"
".\Problems\Bidding\2011\NorthShouldBidAgain2.brd","2011/11/24 14:15:46"
".\Problems\Bidding\2011\NorthShouldBidGame.brd","2011/02/26 15:50:30"
".\Problems\Bidding\2011\NorthShouldBidGameInHearts.brd","2011/12/27 13:53:36"
".\Problems\Bidding\2011\NorthShouldBidHearts.brd","2011/08/27 21:58:42"
".\Problems\Bidding\2011\NorthShouldBidHearts1.brd","2011/12/16 14:06:38"
".\Problems\Bidding\2011\NorthShouldBidHisClubs.brd","2011/12/13 18:11:40"
".\Problems\Bidding\2011\NorthShouldBidHisHearts1.brd","2011/05/14 13:39:50"
".\Problems\Bidding\2011\NorthShouldBidNT.brd","2011/02/13 14:59:00"
".\Problems\Bidding\2011\NorthShouldBidSlam1.brd","2011/09/08 10:56:22"
".\Problems\Bidding\2011\NorthShouldBidSlamNB.brd","2011/09/26 18:57:58"
".\Problems\Bidding\2011\NorthShouldBidSouthsHearts1.brd","2011/05/12 22:17:42"
".\Problems\Bidding\2011\NorthShouldBidSpades.brd","2011/02/19 17:15:20"
".\Problems\Bidding\2011\NorthShouldBidSpadesAgain.brd","2011/02/19 13:03:00"
".\Problems\Bidding\2011\NorthShouldBidWith10HCPs.brd","2011/08/05 22:41:30"
".\Problems\Bidding\2011\NorthShouldBidWith11HCPs.brd","2011/02/25 17:13:32"
".\Problems\Bidding\2011\NorthShouldContin.brd","2011/08/21 22:15:06"
".\Problems\Bidding\2011\NorthShouldContinueBidding.brd","2011/08/21 13:39:44"
".\Problems\Bidding\2011\NorthShouldGotoGame.brd","2011/10/10 16:39:04"
".\Problems\Bidding\2011\NorthShouldHaveBid.brd","2011/01/19 12:30:12"
".\Problems\Bidding\2011\NorthShouldKeepGoing.brd","2011/10/10 20:43:10"
".\Problems\Bidding\2011\NorthShouldLookForSlam.brd","2011/12/20 13:43:58"
".\Problems\Bidding\2011\NorthShouldLookForSlam1.brd","2011/12/26 12:27:18"
".\Problems\Bidding\2011\NorthShouldLookForSlam3.brd","2011/02/24 15:31:34"
".\Problems\Bidding\2011\NorthShouldLookForSlam_2.brd","2011/01/11 21:28:20"
".\Problems\Bidding\2011\NorthShouldNotBid3NT.brd","2011/10/29 14:00:28"
".\Problems\Bidding\2011\NorthShouldNotBid4H.brd","2011/05/07 11:47:00"
".\Problems\Bidding\2011\NorthShouldNotBidHearts.brd","2011/04/17 21:00:20"
".\Problems\Bidding\2011\NorthShouldNotPassNB.brd","2011/09/25 19:15:28"
".\Problems\Bidding\2011\NorthShouldOpen.brd","2011/06/05 20:18:18"
".\Problems\Bidding\2011\NorthShouldOvercallWith16HCPs_NCR-530.brd","2011/05/14 19:19:02"
".\Problems\Bidding\2011\NorthShouldPassWith6HCPs.brd","2011/09/04 17:51:44"
".\Problems\Bidding\2011\NorthShouldRaiseToGame.brd","2011/10/17 10:00:26"
".\Problems\Bidding\2011\NorthShouldRaiseToGame1.brd","2011/11/20 14:29:08"
".\Problems\Bidding\2011\NorthShouldShow18HCPs.brd","2011/11/07 21:10:48"
".\Problems\Bidding\2011\NorthShouldSupportSouthsHearts.brd","2011/01/11 20:49:46"
".\Problems\Bidding\2011\NorthsSecondEvalDifferent.brd","2011/06/25 15:32:14"
".\Problems\Bidding\2011\NorthThinksAT9isWeakSupport.brd","2011/02/15 13:10:50"
".\Problems\Bidding\2011\North_ShouldBidAgain.brd","2011/12/04 13:11:54"
".\Problems\Bidding\2011\North_shouldbidhearts_NCR-512.brd","2011/02/13 09:26:30"
".\Problems\Bidding\2011\ProblemWithTakeoutDouble.brd","2011/05/16 13:06:58"
".\Problems\Bidding\2011\ShouldEastBidHearts.brd","2011/09/11 14:48:48"
".\Problems\Bidding\2011\ShouldEastDouble.brd","2011/09/04 17:12:06"
".\Problems\Bidding\2011\ShouldEastLookForSlamHere.brd","2011/01/17 10:31:54"
".\Problems\Bidding\2011\ShouldNorhtUseLimitRaise.brd","2011/05/30 19:31:24"
".\Problems\Bidding\2011\ShouldNorthBid1Spade.brd","2011/08/20 21:47:26"
".\Problems\Bidding\2011\ShouldNorthBid1Spade1.brd","2011/10/27 16:52:32"
".\Problems\Bidding\2011\ShouldNorthBid3H.brd","2011/05/04 19:58:16"
".\Problems\Bidding\2011\ShouldNorthBid4S.brd","2011/10/21 14:13:32"
".\Problems\Bidding\2011\ShouldNorthBid4S_NCR-500.brd","2011/01/19 14:11:22"
".\Problems\Bidding\2011\ShouldNorthBidGame1.brd","2011/02/24 18:40:32"
".\Problems\Bidding\2011\ShouldNorthBidHere.brd","2011/01/28 17:10:10"
".\Problems\Bidding\2011\ShouldNorthBidSlam.brd","2011/06/12 10:23:22"
".\Problems\Bidding\2011\ShouldNorthBidSpades.brd","2011/09/03 15:20:48"
".\Problems\Bidding\2011\ShouldNorthBidWestsSuit.brd","2011/12/31 21:20:00"
".\Problems\Bidding\2011\ShouldNorthBidWith6Hearts2.brd","2011/07/13 23:28:40"
".\Problems\Bidding\2011\ShouldNorthBid_1NT.brd","2011/06/03 16:30:50"
".\Problems\Bidding\2011\ShouldNorthDoTKO.brd","2011/04/12 21:12:58"
".\Problems\Bidding\2011\ShouldNorthDouble1.brd","2011/04/28 14:03:54"
".\Problems\Bidding\2011\ShouldNorthLimitRaise.brd","2011/06/10 17:14:42"
".\Problems\Bidding\2011\ShouldNorthOvercall2C..brd","2011/08/05 22:22:50"
".\Problems\Bidding\2011\ShouldNorthOvercall_NCR-532.brd","2011/05/30 19:52:24"
".\Problems\Bidding\2011\ShouldNorthRebidSpades.brd","2011/10/30 22:22:36"
".\Problems\Bidding\2011\ShouldNorthSelectSpades.brd","2011/05/14 22:29:28"
".\Problems\Bidding\2011\ShouldNorthTry3NT.brd","2011/05/09 10:51:54"
".\Problems\Bidding\2011\ShouldNorthUseGerber.brd","2011/04/18 11:28:34"
".\Problems\Bidding\2011\ShouldSouthMentionHearts.brd","2011/07/22 15:00:10"
".\Problems\Bidding\2011\ShouldSouthsBidBeBlackwood.brd","2011/06/14 20:05:04"
".\Problems\Bidding\2011\ShouldWestBid4H.brd","2011/06/06 13:42:22"
".\Problems\Bidding\2011\ShouldWestJumpBid_NCR-525.brd","2011/04/20 13:57:04"
".\Problems\Bidding\2011\ShouldWestJumpTo3Diamonds.brd","2011/09/21 22:30:56"
".\Problems\Bidding\2011\ShouldWestJumpToGame.brd","2011/12/02 16:29:24"
".\Problems\Bidding\2011\ShouldWestSupportEastsClubs.brd","2011/08/25 16:36:06"
".\Problems\Bidding\2011\SouthBidHintMessedUp.brd","2011/11/28 18:14:00"
".\Problems\Bidding\2011\SouthHintDoesNotUnderstand.brd","2011/10/11 11:09:22"
".\Problems\Bidding\2011\SouthHintSaysPassWith18HCPs.brd","2011/05/16 22:56:34"
".\Problems\Bidding\2011\SouthMistakes4C_forGerber.brd","2011/11/25 17:14:32"
".\Problems\Bidding\2011\SouthOverbidsHand_1.brd","2011/01/01 15:47:44"
".\Problems\Bidding\2011\SouthsBidMessesUpE-Wbidding.brd","2011/12/24 21:13:20"
".\Problems\Bidding\2011\SouthShouldBidSlam.brd","2011/09/01 19:46:48"
".\Problems\Bidding\2011\SouthWon'tOvercalllWith14HCPs.brd","2011/01/15 21:09:28"
".\Problems\Bidding\2011\South_HintSaysPass.brd","2011/12/03 16:39:58"
".\Problems\Bidding\2011\WestOverbidsHand_1_NCR-492.brd","2011/01/06 10:18:56"
".\Problems\Bidding\2011\WestPasses2DRedoubled_ED.brd","2011/02/09 13:22:16"
".\Problems\Bidding\2011\WestShouldBid4H_1.brd","2011/05/29 21:53:24"
".\Problems\Bidding\2011\WestShouldBidHisSpades.brd","2011/04/22 17:24:38"
".\Problems\Bidding\2011\WestShouldNotBid2NTwithoutDiamondStopper.brd","2011/06/18 13:47:06"
".\Problems\Bidding\2011\WestShouldNotbidWith3Spades_NCR-522.brd","2011/04/17 15:43:04"
".\Problems\Bidding\2011\WestShouldRebidDiamonds.brd","2011/02/25 17:05:00"
".\Problems\Bidding\2011\WestShouldRebidSpades.brd","2011/02/16 11:46:46"
".\Problems\Bidding\2011\WestShouldSupportEastsClubs1.brd","2011/02/07 17:49:18"
".\Problems\Bidding\2011\WhichSuitShouldNorthSupport.brd","2011/06/10 18:42:56"
".\Problems\Bidding\2011\WhyDidNorthBidSpades.brd","2011/12/10 14:22:48"
".\Problems\Bidding\2011\WhyDidNorthJump.brd","2011/02/25 15:06:16"
".\Problems\Bidding\2011\WhyDoesNorthConsiderDiamondsHere.brd","2011/01/01 16:22:34"
".\Problems\Bidding\2012\2C opening bid by partner passed by EB.brd","2012/03/06 19:51:40"
".\Problems\Bidding\2012\4-4 major.brd","2012/02/03 20:38:36"
".\Problems\Bidding\2012\Aborted bidding left NS with only 5 trumps (again).brd","2012/02/15 07:46:52"
".\Problems\Bidding\2012\Aborted bidding left NS with only 5 trumps_NCR-615.brd","2012/01/27 09:57:52"
".\Problems\Bidding\2012\Another redouble.brd","2012/01/02 21:32:52"
".\Problems\Bidding\2012\bad passa.brd","2012/02/06 20:03:40"
".\Problems\Bidding\2012\CanNorthBidOverPreempt.brd","2012/04/06 17:54:28"
".\Problems\Bidding\2012\CouldNorthBid3NT.brd","2012/01/15 17:36:22"
".\Problems\Bidding\2012\DidEastRevalueTooHigh.brd","2012/04/16 18:27:58"
".\Problems\Bidding\2012\Don_MichelQuebidResponse_NCR-628.brd","2012/03/25 15:01:08"
".\Problems\Bidding\2012\Don_North underbids.brd","2012/03/31 18:56:40"
".\Problems\Bidding\2012\E-W_ShouldBidSlam4.brd","2012/02/21 21:01:26"
".\Problems\Bidding\2012\EastShouldBid.brd","2012/05/03 17:03:08"
".\Problems\Bidding\2012\EastShouldBid3NT.brd","2012/01/11 13:25:18"
".\Problems\Bidding\2012\EastShouldBidAfterReDbl.brd","2012/03/07 12:51:20"
".\Problems\Bidding\2012\EastShouldBidAfterReDouble.brd","2012/04/05 16:51:56"
".\Problems\Bidding\2012\EastShouldBidSpades.brd","2012/03/13 14:19:58"
".\Problems\Bidding\2012\EastShouldNotBidHearts.brd","2012/03/15 16:19:42"
".\Problems\Bidding\2012\EastShouldNotBidSpades.brd","2012/04/24 18:58:18"
".\Problems\Bidding\2012\HintSuggestsSouthPass.brd","2012/03/23 22:21:54"
".\Problems\Bidding\2012\HowManyCardsForLimitRaise.brd","2012/04/27 22:52:08"
".\Problems\Bidding\2012\HowShouldE-W_BidThis.brd","2012/05/14 21:51:20"
".\Problems\Bidding\2012\HowToBidSlamWithThis3.brd","2012/02/11 16:46:44"
".\Problems\Bidding\2012\HowToBidThis1.brd","2012/03/05 22:18:38"
".\Problems\Bidding\2012\Is2D_theRightBid_Makes6.brd","2012/05/18 14:27:34"
".\Problems\Bidding\2012\IsSouthTooStrongForLimitRaise.brd","2012/01/12 15:53:42"
".\Problems\Bidding\2012\N-S_ShouldBidSlamWithThis.brd","2012/04/08 22:24:18"
".\Problems\Bidding\2012\Nigel_2weak2raise.brd","2012/03/13 06:42:34"
".\Problems\Bidding\2012\Nigel_minortrial_openinglead.brd","2012/03/13 06:42:34"
".\Problems\Bidding\2012\Nigel_staymannotused.brd","2012/03/15 04:47:32"
".\Problems\Bidding\2012\No Jacoby 2nt.brd","2012/01/14 12:42:00"
".\Problems\Bidding\2012\NorthBids4NT_NotBlackwood.brd","2012/03/22 18:52:10"
".\Problems\Bidding\2012\NorthBidsSlamWith8HCPs.brd","2012/03/06 15:03:10"
".\Problems\Bidding\2012\NorthBidWeaklyWith12HCPs.brd","2012/04/18 21:20:12"
".\Problems\Bidding\2012\NorthCommentsConfusing.brd","2012/02/11 16:51:10"
".\Problems\Bidding\2012\NorthConfusedByEastsOvercall_NCR-617.brd","2012/02/06 15:12:48"
".\Problems\Bidding\2012\NorthCouldBid2Hearts.brd","2012/02/14 21:57:32"
".\Problems\Bidding\2012\NorthCouldBid3NT_3.brd","2012/03/06 15:26:02"
".\Problems\Bidding\2012\NorthCouldBidDiamonds.brd","2012/05/12 14:13:18"
".\Problems\Bidding\2012\NorthCouldHaveBid3NT.brd","2012/03/27 18:03:56"
".\Problems\Bidding\2012\NorthDoesNotSeeInvite.brd","2012/01/14 18:46:26"
".\Problems\Bidding\2012\NorthGotTooManyDummyPts.brd","2012/03/11 22:16:44"
".\Problems\Bidding\2012\NorthHasPointsToBidAgain.brd","2012/04/08 19:27:38"
".\Problems\Bidding\2012\NorthInvitesSlamWith4NT.brd","2012/04/16 16:27:30"
".\Problems\Bidding\2012\NorthJumpshiftsTo4NT.brd","2012/03/22 13:16:46"
".\Problems\Bidding\2012\NorthMissesSouthsJump.brd","2012/02/26 17:52:32"
".\Problems\Bidding\2012\NorthMustBid.brd","2012/05/07 18:20:50"
".\Problems\Bidding\2012\NorthOverbidWith7HCPs.brd","2012/03/23 19:00:06"
".\Problems\Bidding\2012\NorthPassesSouthsTKODbl.brd","2012/03/18 21:38:56"
".\Problems\Bidding\2012\NorthRe-EvalsTooHigh.brd","2012/04/29 13:31:38"
".\Problems\Bidding\2012\NorthRe-ValuesHandPlus10Pts.brd","2012/04/30 21:37:56"
".\Problems\Bidding\2012\NorthReevalHandTooMuch.brd","2012/04/26 09:19:50"
".\Problems\Bidding\2012\NorthRevaluedHandTooHigh.brd","2012/03/17 17:26:08"
".\Problems\Bidding\2012\NorthRevaluedHandTooHigh2.brd","2012/03/18 13:17:32"
".\Problems\Bidding\2012\NorthRevaluesTooMuch.brd","2012/05/02 19:30:18"
".\Problems\Bidding\2012\NorthRevaluesTooMuch2.brd","2012/05/03 13:07:54"
".\Problems\Bidding\2012\Norths3DbidIsConfusing.brd","2012/03/28 17:08:04"
".\Problems\Bidding\2012\Norths4NT_AfterJacobyXfer.brd","2012/05/02 14:04:12"
".\Problems\Bidding\2012\Norths4NT_Confusing.brd","2012/04/21 16:00:48"
".\Problems\Bidding\2012\Norths4NT_Confusing3.brd","2012/05/11 13:34:36"
".\Problems\Bidding\2012\NorthSeesOvercallAsJump.brd","2012/03/19 12:24:30"
".\Problems\Bidding\2012\NorthShouldBd3NT.brd","2012/03/12 12:08:18"
".\Problems\Bidding\2012\NorthshouldBid3NT.brd","2012/02/21 17:31:56"
".\Problems\Bidding\2012\NorthShouldBid4Hearts.brd","2012/01/07 17:30:50"
".\Problems\Bidding\2012\NorthShouldBid4Hearts1.brd","2012/02/20 11:30:52"
".\Problems\Bidding\2012\NorthShouldBid4Spades2.brd","2012/02/17 23:19:08"
".\Problems\Bidding\2012\NorthShouldBid5Clubs.brd","2012/02/02 17:58:58"
".\Problems\Bidding\2012\NorthShouldBid5Diamondsbrd.brd","2012/01/02 16:49:08"
".\Problems\Bidding\2012\NorthShouldBidAgain3.brd","2012/04/03 17:20:54"
